brand,cpu,ram_gb,storage_gb,gpu,color_gamut,price,name
HP,Ryzen 7,4.0,1024.0,8 GB GPU,100.0,30398100.0,
ASUS,Ryzen 7,4.0,1024.0,Integrated,100.0,14628100.0,
Lenovo,Ryzen 7,4.0,1024.0,6 GB GPU,100.0,24888100.0,
ASUS,Ryzen 7,4.0,1024.0,Integrated,100.0,18998100.0,
ASUS,Ryzen 7,4.0,1024.0,4 GB GPU,100.0,21468100.0,
Lenovo,Ryzen 7,4.0,1024.0,Integrated,100.0,14817720.0,
ASUS,Ryzen 7,4.0,1024.0,Integrated,100.0,14440000.0,
ASUS,Ryzen 7,4.0,1024.0,4 GB GPU,100.0,18998100.0,
ASUS,Ryzen 7,4.0,1024.0,Integrated,100.0,21090000.0,
ASUS,Ryzen 7,16.0,1024.0,Integrated,100.0,16144300.0,
HP,Ryzen 7,16.0,1280.0,4 GB GPU,100.0,14438100.0,
acer,Ryzen 7,16.0,1280.0,6 GB GPU,100.0,17098100.0,
acer,Ryzen 7,16.0,1280.0,4 GB GPU,100.0,15578100.0,
Lenovo,Ryzen 7,4.0,1536.0,Integrated,100.0,15293100.0,
ASUS,Ryzen 9,16.0,1024.0,6 GB GPU,100.0,25838100.0,
ASUS,Ryzen 9,16.0,1024.0,Integrated,100.0,29448100.0,
ASUS,Ryzen 9,16.0,1024.0,8 GB GPU,100.0,37998100.0,
ASUS,Ryzen 9,16.0,1024.0,4 GB GPU,100.0,21848100.0,
ASUS,Ryzen 9,16.0,1024.0,6 GB GPU,100.0,24698100.0,
ASUS,Ryzen 9,16.0,1024.0,4 GB GPU,100.0,21848100.0,
MSI,Ryzen 9,4.0,1024.0,Integrated,100.0,27928100.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,19948100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,21848100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,23748100.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,25648100.0,
HP,Ryzen 9,4.0,1024.0,8 GB GPU,100.0,26978100.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,24698100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,27168100.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,23178100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,23748100.0,
ASUS,Ryzen 9,4.0,1024.0,6 GB GPU,100.0,26978100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,30968100.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,24795000.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,22228100.0,
ASUS,Ryzen 9,4.0,1024.0,6 GB GPU,100.0,26408100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,2000000.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,25838100.0,
ASUS,Ryzen 9,4.0,1024.0,Integrated,100.0,27548100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,28498100.0,
ASUS,Ryzen 9,4.0,1024.0,4 GB GPU,100.0,27168100.0,
Lenovo,Ryzen 5,8.0,512.0,Integrated,100.0,10923100.0,
Apple,Intel Core i5 2.3GHz,8.0,128.0,Intel,100.0,13561949.808,
Apple,Intel Core i5 1.8GHz,8.0,0.0,Intel,100.0,9100149.408,
HP,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,5820840.0,
Apple,Intel Core i7 2.7GHz,16.0,512.0,AMD,100.0,25687113.840000004,
Apple,Intel Core i5 3.1GHz,8.0,256.0,Intel,100.0,18258203.52,
Acer,AMD A9-Series 9420 3GHz,4.0,500.0,AMD,100.0,4049280.0,
Apple,Intel Core i7 2.2GHz,16.0,0.0,Intel,100.0,21663344.304,
Apple,Intel Core i5 1.8GHz,8.0,0.0,Intel,100.0,11729751.84,
Asus,Intel Core i7 8550U 1.8GHz,16.0,512.0,Nvidia,100.0,15134184.000000002,
Acer,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,7794864.0,
HP,Intel Core i5 7200U 2.5GHz,4.0,500.0,Intel,100.0,3987528.48,
HP,Intel Core i3 6006U 2GHz,4.0,500.0,Intel,100.0,3492402.768,
Apple,Intel Core i7 2.8GHz,16.0,256.0,AMD,100.0,24700304.304,
Dell,Intel Core i3 6006U 2GHz,4.0,256.0,AMD,100.0,5050464.48,
Apple,Intel Core M m3 1.2GHz,8.0,256.0,Intel,100.0,12779527.680000002,
Apple,Intel Core i5 2.3GHz,8.0,256.0,Intel,100.0,15372585.36,
Dell,Intel Core i7 7500U 2.7GHz,8.0,256.0,AMD,100.0,7541784.0,
Apple,Intel Core i7 2.9GHz,16.0,512.0,AMD,100.0,28932105.6,
Lenovo,Intel Core i3 7100U 2.4GHz,8.0,1000.0,Nvidia,100.0,5051476.8,
Dell,Intel Core i5 8250U 1.6GHz,8.0,128.0,Intel,100.0,9910612.8,
Asus,Intel Atom x5-Z8350 1.44GHz,2.0,0.0,Intel,100.0,2000000.0,
Lenovo,Intel Core i5 7300HQ 2.5GHz,8.0,1128.0,Nvidia,100.0,10113076.8,
HP,AMD E-Series E2-9000e 1.5GHz,4.0,500.0,AMD,100.0,2611785.6,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,8290900.8,
HP,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,6671188.8,
Dell,Intel Core i3 6006U 2GHz,4.0,1000.0,Intel,100.0,4237976.448,
Apple,Intel Core i5 1.6GHz,8.0,0.0,Intel,100.0,11125396.8,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,AMD,100.0,8098560.0,
Dell,Intel Core i7 8650U 1.9GHz,8.0,512.0,Intel,100.0,13139913.6,
HP,Intel Core i5 8250U 1.6GHz,8.0,1000.0,Nvidia,100.0,9070387.2,
Chuwi,Intel Atom x5-Z8300 1.44GHz,4.0,0.0,Intel,100.0,2480082.768,
Asus,AMD E-Series E2-6110 1.5GHz,2.0,0.0,AMD,100.0,2014516.8,
HP,AMD A6-Series 9220 2.5GHz,4.0,500.0,AMD,100.0,4444084.8,
Dell,Intel Core i7 8550U 1.8GHz,16.0,512.0,Intel,100.0,18920260.8,
Apple,Intel Core i5 1.6GHz,8.0,0.0,Intel,100.0,10102953.6,
Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4.0,0.0,Intel,100.0,2520676.8,
Acer,Intel Core i3 7130U 2.7GHz,4.0,1000.0,Intel,100.0,3715214.4,
Dell,Intel Core i5 8250U 1.6GHz,8.0,1128.0,AMD,100.0,9910612.8,
HP,Intel Core i5 7200U 2.5GHz,4.0,1000.0,Intel,100.0,4947106.608,
HP,Intel Core i5 8250U 1.6GHz,8.0,256.0,Nvidia,100.0,8898292.8,
Asus,Intel Core i3 6006U 2GHz,4.0,1000.0,Intel,100.0,3937924.8,
Dell,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,15174676.8,
Asus,Intel Core i5 7200U 2.5GHz,8.0,1000.0,Nvidia,100.0,5294332.368000001,
Acer,Intel Core i5 8250U 1.6GHz,4.0,256.0,Intel,100.0,6904022.399999999,
Dell,Intel Core i5 8250U 1.6GHz,12.0,1000.0,Nvidia,100.0,10113076.8,
Apple,Intel Core i5 2.0GHz,8.0,256.0,Intel,100.0,14364820.8,
Lenovo,Intel Core i3 6006U 2GHz,4.0,128.0,Intel,100.0,3735460.8,
Asus,AMD Ryzen 1700 3GHz,8.0,1256.0,AMD,100.0,13150036.8,
Dell,Intel Core i5 7200U 2.5GHz,4.0,256.0,AMD,100.0,6468724.8,
Asus,Intel Pentium Quad Core N4200 1.1GHz,4.0,1000.0,Nvidia,100.0,4717411.2,
Lenovo,Intel Atom x5-Z8550 1.44GHz,4.0,0.0,Intel,100.0,3229300.8,
Acer,Intel Core i7 8550U 1.8GHz,8.0,256.0,Nvidia,100.0,8513611.200000001,
HP,AMD A6-Series 9220 2.5GHz,4.0,256.0,AMD,100.0,4033993.968,
HP,Intel Core i7 8550U 1.8GHz,8.0,512.0,Intel,100.0,11165889.6,
Acer,Intel Core i3 7100U 2.4GHz,4.0,1000.0,Intel,100.0,3887308.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,AMD,100.0,7772592.96,
HP,Intel Core i3 6006U 2GHz,4.0,128.0,Intel,100.0,4444084.8,
Asus,Intel Core i5 7200U 2.5GHz,4.0,256.0,Intel,100.0,5934118.608,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,2256.0,Nvidia,100.0,24791716.8,
Asus,Intel Core i3 6006U 2GHz,4.0,256.0,Intel,100.0,4201128.0,
Dell,Intel Core i7 8550U 1.8GHz,16.0,2256.0,AMD,100.0,13150036.8,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,8898292.8,
Lenovo,Intel Core i3 7130U 2.7GHz,8.0,256.0,Intel,100.0,6063796.8,
Asus,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,9525931.2,
HP,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,6985007.999999999,
Asus,Intel Core i7 7700HQ 2.8GHz,16.0,512.0,Nvidia,100.0,20074305.6,
HP,Intel Core i3 6006U 2GHz,4.0,500.0,AMD,100.0,4440946.608,
HP,Intel Celeron Dual Core N3060 1.6GHz,4.0,32.0,Intel,100.0,2318212.8000000003,
Lenovo,Intel Core i5 7200U 2.5GHz,4.0,1000.0,Intel,100.0,5557636.8,
Asus,Intel Core i7 7700HQ 2.8GHz,12.0,1000.0,Nvidia,100.0,9606916.8,
Microsoft,Intel Core i5 7200U 2.5GHz,4.0,128.0,Intel,100.0,11024164.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,AMD,100.0,9667656.0,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,AMD,100.0,8807184.0,
MSI,Intel Core i5 7300HQ 2.5GHz,8.0,1128.0,Nvidia,100.0,11084904.0,
Acer,Intel Core i3 6006U 2GHz,8.0,1000.0,Intel,100.0,3937924.8,
Asus,Intel Core i7 7700HQ 2.8GHz,8.0,1000.0,Nvidia,100.0,9606916.8,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,2000.0,Intel,100.0,5253940.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,1128.0,Intel,100.0,8655336.0,
Acer,Intel Core i3 7130U 2.7GHz,4.0,1000.0,Nvidia,100.0,5365296.0,
HP,Intel Core i5 8250U 1.6GHz,8.0,1128.0,Nvidia,100.0,9890366.4,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,11096646.912,
Apple,Intel Core i5 1.3GHz,8.0,512.0,Intel,100.0,15286032.0,
HP,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,8705952.0,
Lenovo,AMD A6-Series 9220 2.5GHz,4.0,128.0,AMD,100.0,4039156.8,
Acer,AMD A9-Series 9420 3GHz,4.0,1000.0,AMD,100.0,3998664.0,
Dell,Intel Core i7 7700HQ 2.8GHz,16.0,1128.0,Nvidia,100.0,13656196.8,
HP,Intel Core i7 8550U 1.8GHz,8.0,256.0,Nvidia,100.0,7076116.8,
HP,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,6063695.568,
Asus,Intel Core i7 7700HQ 2.8GHz,16.0,1128.0,Nvidia,100.0,14668516.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,16693156.8,
Asus,AMD FX 9830P 3GHz,8.0,1000.0,AMD,100.0,7076116.8,
Acer,Intel Core i7 8550U 1.8GHz,8.0,1000.0,Nvidia,100.0,6974884.8,
HP,Intel Core i7 8550U 1.8GHz,16.0,512.0,Intel,100.0,12117470.4,
Dell,Intel Core i5 7300HQ 2.5GHz,8.0,256.0,Nvidia,100.0,12097224.0,
Asus,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel,100.0,10619236.8,
Acer,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,8574350.4,
Dell,Intel Core i7 7500U 2.7GHz,8.0,1000.0,AMD,100.0,6072907.68,
Dell,Intel Core i3 6006U 2GHz,4.0,256.0,AMD,100.0,4909752.0,
Asus,Intel Core i3 7100U 2.4GHz,6.0,256.0,Nvidia,100.0,5841086.4,
HP,Intel Core i7 7700HQ 2.8GHz,12.0,1128.0,Nvidia,100.0,12643876.8,
HP,Intel Core i7 7500U 2.7GHz,8.0,256.0,AMD,100.0,7278580.8,
HP,AMD E-Series E2-9000e 1.5GHz,4.0,500.0,AMD,100.0,3532996.8000000003,
Dell,Intel Core i5 8250U 1.6GHz,8.0,1000.0,AMD,100.0,6549710.4,
HP,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia,100.0,11327860.8,
Microsoft,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,13565088.0,
HP,Intel Core i5 7200U 2.5GHz,6.0,256.0,Nvidia,100.0,6671188.8,
Lenovo,Intel Core i3 6006U 2GHz,4.0,1000.0,Intel,100.0,4200115.68,
Asus,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia,100.0,12076977.6,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,13150036.8,
Lenovo,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel,100.0,14982335.999999998,
Asus,Intel Core i7 8550U 1.8GHz,16.0,1256.0,Nvidia,100.0,12775478.4,
Dell,Intel Core i7 7560U 2.4GHz,8.0,256.0,Intel,100.0,13959892.8,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,14162356.8,
HP,Intel Core i5 8250U 1.6GHz,4.0,500.0,Intel,100.0,7308950.4,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,16490692.8,
HP,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,14162255.568,
HP,Intel Core i7 8550U 1.8GHz,8.0,512.0,Intel,100.0,10973548.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,1256.0,Nvidia,100.0,11442556.656,
Asus,Intel Core i3 6006U 2GHz,4.0,1000.0,Nvidia,100.0,5709484.8,
Asus,Intel Core i7 8550U 1.8GHz,8.0,256.0,Nvidia,100.0,11317737.6,
Acer,Intel Core i3 7100U 2.4GHz,6.0,1000.0,Intel,100.0,4849012.8,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,2256.0,Nvidia,100.0,22691152.8,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,256.0,Nvidia,100.0,6367492.800000001,
HP,Intel Core i7 8550U 1.8GHz,16.0,512.0,Nvidia,100.0,12866587.2,
Acer,AMD A9-Series 9420 3GHz,4.0,256.0,AMD,100.0,4565563.2,
HP,Intel Celeron Dual Core N3060 1.6GHz,4.0,500.0,Intel,100.0,2621908.8000000003,
HP,Intel Core i5 8250U 1.6GHz,8.0,1000.0,Intel,100.0,8220038.4,
Asus,AMD E-Series 6110 1.5GHz,4.0,64.0,AMD,100.0,2814148.368,
Dell,Intel Core i7 8550U 1.8GHz,16.0,2256.0,AMD,100.0,14131987.2,
HP,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,9394329.6,
Dell,Intel Core i5 7200U 2.5GHz,8.0,1000.0,AMD,100.0,6468623.568,
Dell,Intel Core i3 6006U 2GHz,4.0,1000.0,AMD,100.0,4545316.8,
Acer,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,8948908.799999999,
Acer,Intel Core i3 7130U 2.7GHz,4.0,256.0,Nvidia,100.0,5790470.4,
HP,Intel Core i7 7500U 2.7GHz,8.0,1000.0,Intel,100.0,6053673.6,
HP,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,10001721.6,
Lenovo,Intel Celeron Dual Core N3350 1.1GHz,4.0,1000.0,Intel,100.0,2554690.752,
Asus,Intel Core i5 7300HQ 2.5GHz,8.0,1128.0,Nvidia,100.0,9495561.6,
Lenovo,Intel Core i5 7200U 2.5GHz,4.0,1000.0,Nvidia,100.0,5051476.8,
HP,Intel Core i5 7200U 2.5GHz,4.0,256.0,Intel,100.0,7076116.8,
Acer,Intel Core i3 7130U 2.7GHz,4.0,1000.0,Nvidia,100.0,6630696.0,
Lenovo,Intel Core i5 8250U 1.6GHz,8.0,256.0,AMD,100.0,11297693.664,
Lenovo,Intel Core i7 7700HQ 2.8GHz,8.0,256.0,Nvidia,100.0,8797060.8,
Toshiba,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel,100.0,6094166.4,
HP,AMD A6-Series 9220 2.5GHz,4.0,256.0,AMD,100.0,3735460.8,
Asus,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,11125396.8,
HP,Intel Core M 6Y75 1.2GHz,8.0,512.0,Intel,100.0,20388124.8,
Asus,Intel Celeron Dual Core N3350 1.1GHz,4.0,1000.0,Intel,100.0,3482380.8,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,20539972.8,
Acer,Intel Core i3 6006U 2GHz,4.0,1000.0,Intel,100.0,4525070.4,
Dell,Intel Core i7 7700HQ 2.8GHz,16.0,512.0,Nvidia,100.0,12646508.832,
Dell,Intel Core i7 7700HQ 2.8GHz,8.0,0.0,Nvidia,100.0,9100756.8,
Lenovo,Intel Core i5 7200U 2.5GHz,4.0,128.0,Intel,100.0,5041353.6,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,19132848.0,
HP,Intel Core i5 7500U 2.7GHz,4.0,256.0,Intel,100.0,10953302.4,
HP,Intel Core i5 8250U 1.6GHz,6.0,256.0,AMD,100.0,6266260.8,
Lenovo,Intel Core i3 7100U 2.4GHz,4.0,256.0,Intel,100.0,6367492.800000001,
Asus,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,13312008.0,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,10619236.8,
Toshiba,Intel Core i3 6006U 2.2GHz,4.0,500.0,Intel,100.0,4525070.4,
Asus,AMD A9-Series 9420 3GHz,4.0,1000.0,AMD,100.0,4079649.6,
Acer,Intel Core i5 8250U 1.6GHz,4.0,256.0,Nvidia,100.0,8149176.0,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,AMD,100.0,7369689.6,
Lenovo,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia,100.0,10922932.8,
Acer,Intel Celeron Dual Core N3350 1.1GHz,4.0,1000.0,Intel,100.0,3522873.6,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,18211636.8,
Acer,Intel Pentium Quad Core N4200 1.1GHz,4.0,1000.0,Intel,100.0,3679884.432,
Dell,Intel Core i7 7700HQ 2.8GHz,8.0,1128.0,Nvidia,100.0,10735552.368,
Acer,Intel Core i5 8250U 1.6GHz,8.0,256.0,Nvidia,100.0,8645212.8,
HP,Intel Core i5 8250U 1.6GHz,4.0,500.0,Intel,100.0,7632892.800000001,
Huawei,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,13656196.8,
HP,Intel Core i5 7200U 2.5GHz,6.0,2000.0,AMD,100.0,7076116.8,
Lenovo,AMD A6-Series 9220 2.9GHz,4.0,500.0,AMD,100.0,3128068.8000000003,
Toshiba,Intel Core i3 7100U 2.4GHz,4.0,500.0,Intel,100.0,4950244.8,
HP,Intel Core i5 8250U 1.6GHz,8.0,256.0,Nvidia,100.0,9343713.6,
Dell,Intel Core i3 7100U 2.4GHz,8.0,1000.0,Intel,100.0,4646548.8,
Acer,Intel Core i3 6006U 2GHz,4.0,128.0,Intel,100.0,4545316.8,
MSI,Intel Core i7 6920HQ 2.9GHz,32.0,1512.0,Nvidia,100.0,28334836.8,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,1128.0,AMD,100.0,8230161.6,
HP,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,15174676.8,
Dell,Intel Core i7 8550U 1.8GHz,16.0,2256.0,AMD,100.0,10619236.8,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,14162356.8,
Lenovo,Intel Core i7 8550U 1.8GHz,16.0,512.0,Intel,100.0,18717796.8,
Toshiba,Intel Core i5 7200U 2.5GHz,8.0,128.0,Intel,100.0,8027697.600000001,
Xiaomi,Intel Core i5 8250U 1.6GHz,8.0,256.0,Nvidia,100.0,12137716.8,
Dell,Intel Core i7 8550U 1.8GHz,16.0,512.0,Nvidia,100.0,15680836.8,
Dell,Intel Core i7 7700HQ 2.8GHz,16.0,512.0,Nvidia,100.0,24265310.4,
Lenovo,Intel Core i5 7300HQ 2.5GHz,8.0,256.0,Nvidia,100.0,7885972.800000001,
Acer,Intel Core i5 7Y54 1.2GHz,8.0,256.0,Intel,100.0,10011844.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,1128.0,AMD,100.0,10983672.0,
Lenovo,Intel Core i7 7500U 2.7GHz,16.0,1000.0,Intel,100.0,28587916.8,
Vero,Intel Celeron Dual Core N3350 1.1GHz,4.0,0.0,Intel,100.0,2632032.0,
Xiaomi,Intel Core i5 7200U 2.5GHz,8.0,256.0,Nvidia,100.0,10122187.68,
Lenovo,Intel Core i5 8250U 1.6GHz,8.0,256.0,Nvidia,100.0,7065993.600000001,
Dell,Intel Core i7 8550U 1.8GHz,8.0,1000.0,Intel,100.0,8493364.799999999,
HP,Intel Core i5 8250U 1.6GHz,8.0,1000.0,Nvidia,100.0,9252604.8,
Razer,Intel Core i7 7820HK 2.9GHz,32.0,1000.0,Nvidia,100.0,2000000.0,
HP,Intel Core i5 8250U 1.6GHz,8.0,512.0,Intel,100.0,9708148.8,
HP,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,13959892.8,
HP,Intel Core i7 8550U 1.8GHz,8.0,256.0,Nvidia,100.0,10578744.0,
Dell,Intel Core i7 7700HQ 2.8GHz,16.0,1512.0,Nvidia,100.0,18677304.0,
Lenovo,Intel Core i5 6200U 2.3GHz,4.0,128.0,Intel,100.0,4990737.600000001,
Acer,Intel Core i7 7500U 2.7GHz,8.0,1000.0,Nvidia,100.0,7511414.4,
Lenovo,Intel Core i7 7700HQ 2.8GHz,16.0,1512.0,Nvidia,100.0,17705476.8,
Dell,Intel Xeon E3-1505M V6 3GHz,16.0,1256.0,Nvidia,100.0,30926376.0,
Lenovo,Intel Core i7 7700HQ 2.8GHz,16.0,512.0,Nvidia,100.0,14152233.6,
Dell,Intel Core i3 7100U 2.4GHz,6.0,1000.0,Intel,100.0,4444084.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,19730116.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,Intel,100.0,14668516.8,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,6043550.4,
Acer,Intel Core i7 7700HQ 2.8GHz,8.0,1000.0,Nvidia,100.0,7885972.800000001,
Asus,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,14243342.4,
HP,Intel Core i3 6006U 2GHz,4.0,500.0,Intel,100.0,3532996.8000000003,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,5557636.8,
Huawei,Intel Core i7 7500U 2.7GHz,8.0,512.0,Intel,100.0,15174676.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,256.0,AMD,100.0,9433607.616,
Lenovo,Intel Core i5 7200U 2.5GHz,8.0,1000.0,Nvidia,100.0,5962564.8,
HP,Intel Core i7 8550U 1.8GHz,8.0,256.0,Nvidia,100.0,10437019.2,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,11631556.8,
Dell,Intel Core i7 8550U 1.8GHz,16.0,512.0,Intel,100.0,12947572.8,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,AMD,100.0,6856949.52,
Lenovo,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,9100756.8,
Toshiba,Intel Core i7 6500U 2.5GHz,8.0,256.0,Intel,100.0,13797921.6,
HP,Intel Core i5 8250U 1.6GHz,8.0,1000.0,Intel,100.0,8037820.8,
Dell,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,24866021.088,
Acer,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia,100.0,8422502.4,
Dell,Intel Core i7 7500U 2.7GHz,16.0,1000.0,AMD,100.0,8695930.032,
Asus,Intel Core i5 7200U 2.5GHz,8.0,256.0,Nvidia,100.0,7784740.8,
Asus,Intel Core i5 7200U 2.5GHz,8.0,756.0,Nvidia,100.0,9019771.2,
HP,Intel Core i7 7500U 2.7GHz,8.0,1000.0,AMD,100.0,12846340.8,
Asus,Intel Core i3 7100U 2.4GHz,4.0,1000.0,Intel,100.0,4039055.568,
HP,AMD E-Series 9000e 1.5GHz,4.0,500.0,AMD,100.0,3340656.0000000005,
Lenovo,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,15174676.8,
Dell,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel,100.0,8695828.799999999,
Acer,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel,100.0,6974884.8,
Dell,Intel Core i7 7500U 2.7GHz,16.0,256.0,AMD,100.0,9100756.8,
Acer,Intel Core i3 6006U 2GHz,4.0,1000.0,Intel,100.0,3948048.0,
Asus,AMD A10-Series A10-9620P 2.5GHz,4.0,1128.0,AMD,100.0,5820840.0,
Asus,Intel Core i7 7820HK 2.9GHz,32.0,1512.0,Nvidia,100.0,2000000.0,
Acer,Intel Core i5 7300HQ 2.5GHz,8.0,256.0,Nvidia,100.0,8564227.2,
Lenovo,Intel Core i3 6006U 2GHz,8.0,128.0,Intel,100.0,5962564.8,
Asus,Intel Core i7 8550U 1.8GHz,8.0,1128.0,Nvidia,100.0,11591064.0,
Asus,Intel Core i7 7500U 2.7GHz,8.0,1128.0,Nvidia,100.0,8999524.799999999,
Dell,Intel Core i5 7300HQ 2.5GHz,8.0,256.0,Nvidia,100.0,8898292.8,
Lenovo,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel,100.0,10922932.8,
Dell,Intel Core i7 8550U 1.8GHz,8.0,2128.0,AMD,100.0,9971352.0,
HP,Intel Core i5 7200U 2.5GHz,8.0,1000.0,Intel,100.0,5658868.8,
Asus,Intel Core i7 7820HK 2.9GHz,16.0,256.0,Nvidia,100.0,30359476.8,
HP,Intel Core i5 8250U 1.6GHz,4.0,500.0,Intel,100.0,6833160.0,
Apple,Intel Core i5 3.1GHz,8.0,512.0,Intel,100.0,20651328.0,
Dell,Intel Core i7 8550U 1.8GHz,8.0,1000.0,Intel,100.0,8290900.8,
Asus,Intel Core i7 7700HQ 2.8GHz,16.0,1256.0,Nvidia,100.0,18211636.8,
Asus,AMD A9-Series 9420 3GHz,4.0,1000.0,AMD,100.0,4747780.8,
Lenovo,Intel Core i7 8550U 1.8GHz,8.0,512.0,Intel,100.0,18717796.8,
Acer,Intel Core i3 7130U 2.7GHz,4.0,256.0,Nvidia,100.0,7106486.399999999,
Dell,Intel Core i5 8250U 1.6GHz,8.0,256.0,Intel,100.0,9606916.8,
HP,AMD A6-Series A6-9220 2.5GHz,8.0,128.0,AMD,100.0,4513934.88,
HP,Intel Core i7 8550U 1.8GHz,16.0,1000.0,Nvidia,100.0,10720468.8,
MSI,Intel Core i7 7700HQ 2.8GHz,16.0,1512.0,Nvidia,100.0,25297876.8,
